model,strategy,file,base_task,status,ncloc,sqale_index,cognitive_complexity,complexity,code_smells,pass_val,fqs
GPT-3.5-Turbo,C,RegexUtilsPartialSuccess.py,RegexUtils,PartialSuccess,28.0,0.0,1.0,11.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,RPGCharacterFail.py,RPGCharacter,Fail,31.0,0.0,3.0,9.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,ServerFail.py,Server,Fail,31.0,0.0,9.0,10.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,ShoppingCartSuccess.py,ShoppingCart,Success,19.0,0.0,4.0,8.0,0.0,1.0,1.0
GPT-3.5-Turbo,C,SignInSystemError.py,SignInSystem,Error,31.0,0.0,12.0,13.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,SnakeFail.py,Snake,Fail,38.0,6.0,8.0,9.0,3.0,0.0,0.0
GPT-3.5-Turbo,C,SplitSentenceFail.py,SplitSentence,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,SQLGeneratorSuccess.py,SQLGenerator,Success,31.0,0.0,3.0,9.0,0.0,1.0,1.0
GPT-3.5-Turbo,C,SQLQueryBuilderSuccess.py,SQLQueryBuilder,Success,44.0,12.0,12.0,12.0,2.0,1.0,0.9727272727272728
GPT-3.5-Turbo,C,Statistics3Error.py,Statistics3,Error,49.0,0.0,5.0,10.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,StockPortfolioTrackerError.py,StockPortfolioTracker,Error,45.0,0.0,10.0,16.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,StudentDatabaseProcessorSuccess.py,StudentDatabaseProcessor,Success,35.0,0.0,,5.0,0.0,1.0,1.0
GPT-3.5-Turbo,C,TextFileProcessorError.py,TextFileProcessor,Error,25.0,0.0,1.0,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,ThermostatError.py,Thermostat,Error,41.0,0.0,13.0,15.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,TicTacToePartialSuccess.py,TicTacToe,PartialSuccess,26.0,2.0,15.0,14.0,1.0,0.0,0.0
GPT-3.5-Turbo,C,TimeUtilsSuccess.py,TimeUtils,Success,26.0,0.0,,8.0,0.0,1.0,1.0
GPT-3.5-Turbo,C,TriCalculatorFail.py,TriCalculator,Fail,29.0,5.0,3.0,9.0,1.0,0.0,0.0
GPT-3.5-Turbo,C,TwentyFourPointGameFail.py,TwentyFourPointGame,Fail,18.0,5.0,1.0,5.0,1.0,0.0,0.0
GPT-3.5-Turbo,C,URLHandlerError.py,URLHandler,Error,18.0,0.0,,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,UrlPathFail.py,UrlPath,Fail,13.0,0.0,,4.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,UserLoginDBFail.py,UserLoginDB,Fail,26.0,0.0,2.0,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,VectorUtilError.py,VectorUtil,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,VendingMachinePartialSuccess.py,VendingMachine,PartialSuccess,38.0,0.0,15.0,12.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,WarehouseError.py,Warehouse,Error,33.0,0.0,11.0,14.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,WeatherSystemPartialSuccess.py,WeatherSystem,PartialSuccess,29.0,0.0,8.0,8.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,Words2NumbersError.py,Words2Numbers,Error,48.0,11.0,21.0,13.0,2.0,0.0,0.0
GPT-3.5-Turbo,C,XMLProcessorError.py,XMLProcessor,Error,30.0,0.0,2.0,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,C,ZipFileProcessorSuccess.py,ZipFileProcessor,Success,36.0,0.0,5.0,6.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,AccessGatewayFilterError.py,AccessGatewayFilter,Error,30.0,5.0,13.0,12.0,1.0,0.0,0.0
GPT-3.5-Turbo,I,AreaCalculatorFail.py,AreaCalculator,Fail,21.0,0.0,,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ArgumentParserError.py,ArgumentParser,Error,52.0,0.0,23.0,14.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ArrangementCalculatorError.py,ArrangementCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,AssessmentSystemSuccess.py,AssessmentSystem,Success,43.0,0.0,20.0,19.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,AutomaticGuitarSimulatorFail.py,AutomaticGuitarSimulator,Fail,14.0,0.0,2.0,5.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,AvgPartitionPartialSuccess.py,AvgPartition,PartialSuccess,16.0,5.0,1.0,4.0,1.0,0.0,0.0
GPT-3.5-Turbo,I,BalancedBracketsSuccess.py,BalancedBrackets,Success,24.0,0.0,14.0,10.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,BankAccountSuccess.py,BankAccount,Success,24.0,6.0,5.0,10.0,1.0,1.0,0.975
GPT-3.5-Turbo,I,BigNumCalculatorError.py,BigNumCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,BinaryDataProcessorError.py,BinaryDataProcessor,Error,30.0,0.0,1.0,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,BitStatusUtilError.py,BitStatusUtil,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,BlackjackGamePartialSuccess.py,BlackjackGame,PartialSuccess,44.0,0.0,18.0,13.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,BookManagementDBError.py,BookManagementDB,Error,31.0,0.0,,7.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,BookManagementFail.py,BookManagement,Fail,23.0,0.0,9.0,9.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,BoyerMooreSearchError.py,BoyerMooreSearch,Error,29.0,8.0,14.0,11.0,4.0,0.0,0.0
GPT-3.5-Turbo,I,CalculatorFail.py,Calculator,Fail,40.0,0.0,9.0,7.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,CalendarUtilError.py,CalendarUtil,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,CamelCaseMapError.py,CamelCaseMap,Error,22.0,0.0,,8.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ChandrasekharSieveSuccess.py,ChandrasekharSieve,Success,18.0,0.0,9.0,8.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,ChatFail.py,Chat,Fail,35.0,0.0,13.0,12.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ClassRegistrationSystemSuccess.py,ClassRegistrationSystem,Success,46.0,9.0,30.0,20.0,1.0,1.0,0.9804347826086957
GPT-3.5-Turbo,I,ClassroomSuccess.py,Classroom,Success,23.0,0.0,7.0,11.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,CombinationCalculatorError.py,CombinationCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ComplexCalculatorError.py,ComplexCalculator,Error,19.0,5.0,,5.0,1.0,0.0,0.0
GPT-3.5-Turbo,I,CookiesUtilError.py,CookiesUtil,Error,21.0,0.0,1.0,4.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,CSVProcessorSuccess.py,CSVProcessor,Success,30.0,7.0,2.0,4.0,2.0,1.0,0.9766666666666667
GPT-3.5-Turbo,I,CurrencyConverterFail.py,CurrencyConverter,Fail,32.0,0.0,6.0,8.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,DatabaseProcessorSuccess.py,DatabaseProcessor,Success,39.0,0.0,3.0,7.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,DataStatistics2Success.py,DataStatistics2,Success,18.0,0.0,,7.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,DataStatistics4Fail.py,DataStatistics4,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,DataStatisticsError.py,DataStatistics,Error,22.0,0.0,4.0,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,DecryptionUtilsFail.py,DecryptionUtils,Fail,37.0,0.0,18.0,13.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,DiscountStrategyError.py,DiscountStrategy,Error,44.0,15.0,10.0,13.0,3.0,0.0,0.0
GPT-3.5-Turbo,I,DocFileHandlerError.py,DocFileHandler,Error,56.0,15.0,14.0,10.0,3.0,0.0,0.0
GPT-3.5-Turbo,I,EightPuzzleSuccess.py,EightPuzzle,Success,49.0,0.0,22.0,17.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,EmailClientError.py,EmailClient,Error,39.0,0.0,8.0,11.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,EncryptionUtilsError.py,EncryptionUtils,Error,36.0,0.0,18.0,14.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ExcelProcessorError.py,ExcelProcessor,Error,36.0,7.0,8.0,8.0,2.0,0.0,0.0
GPT-3.5-Turbo,I,ExpressionCalculatorError.py,ExpressionCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,FitnessTrackerSuccess.py,FitnessTracker,Success,43.0,9.0,12.0,8.0,3.0,1.0,0.9790697674418605
GPT-3.5-Turbo,I,GomokuGameSuccess.py,GomokuGame,Success,54.0,26.0,51.0,20.0,1.0,1.0,0.9518518518518518
GPT-3.5-Turbo,I,HotelSuccess.py,Hotel,Success,38.0,0.0,16.0,14.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,HRManagementSystemFail.py,HRManagementSystem,Fail,31.0,0.0,9.0,11.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,HtmlUtilError.py,HtmlUtil,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ImageProcessorError.py,ImageProcessor,Error,27.0,8.0,8.0,10.0,1.0,0.0,0.0
GPT-3.5-Turbo,I,InterpolationError.py,Interpolation,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,IPAddressSuccess.py,IPAddress,Success,23.0,0.0,9.0,11.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,IpUtilError.py,IpUtil,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,JobMarketplaceError.py,JobMarketplace,Error,20.0,0.0,,9.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,JSONProcessorPartialSuccess.py,JSONProcessor,PartialSuccess,28.0,10.0,7.0,7.0,2.0,0.0,0.0
GPT-3.5-Turbo,I,KappaCalculatorError.py,KappaCalculator,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,LemmatizationError.py,Lemmatization,Error,33.0,0.0,7.0,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,LongestWordPartialSuccess.py,LongestWord,PartialSuccess,16.0,0.0,6.0,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,MahjongConnectError.py,MahjongConnect,Error,40.0,4.0,17.0,23.0,2.0,0.0,0.0
GPT-3.5-Turbo,I,ManacherFail.py,Manacher,Fail,35.0,0.0,12.0,12.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,MetricsCalculator2Fail.py,MetricsCalculator2,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,MetricsCalculatorFail.py,MetricsCalculator,Fail,41.0,0.0,16.0,15.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,MinesweeperGameError.py,MinesweeperGame,Error,41.0,11.0,24.0,18.0,2.0,0.0,0.0
GPT-3.5-Turbo,I,MovieBookingSystemFail.py,MovieBookingSystem,Fail,30.0,0.0,15.0,11.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,MovieTicketDBFail.py,MovieTicketDB,Fail,24.0,0.0,,5.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,MusicPlayerFail.py,MusicPlayer,Fail,53.0,0.0,14.0,17.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,NLPDataProcessor2Success.py,NLPDataProcessor2,Success,21.0,0.0,1.0,4.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,NLPDataProcessorPartialSuccess.py,NLPDataProcessor,PartialSuccess,14.0,0.0,1.0,5.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,NumberConverterSuccess.py,NumberConverter,Success,0.0,0.0,,0.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,NumberWordFormatterError.py,NumberWordFormatter,Error,52.0,0.0,13.0,14.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,NumericEntityUnescaperError.py,NumericEntityUnescaper,Error,8.0,5.0,1.0,4.0,1.0,0.0,0.0
GPT-3.5-Turbo,I,OrderFail.py,Order,Fail,25.0,0.0,10.0,9.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,PageUtilFail.py,PageUtil,Fail,35.0,0.0,,5.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,PDFHandlerError.py,PDFHandler,Error,21.0,0.0,4.0,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,PersonRequestSuccess.py,PersonRequest,Success,17.0,26.0,5.0,10.0,7.0,1.0,0.8470588235294118
GPT-3.5-Turbo,I,PushBoxGameSuccess.py,PushBoxGame,Success,64.0,8.0,29.0,15.0,1.0,1.0,0.9875
GPT-3.5-Turbo,I,RegexUtilsError.py,RegexUtils,Error,20.0,0.0,,8.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,RPGCharacterFail.py,RPGCharacter,Fail,33.0,0.0,4.0,9.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ServerFail.py,Server,Fail,33.0,0.0,9.0,10.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ShoppingCartSuccess.py,ShoppingCart,Success,19.0,0.0,4.0,8.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,SignInSystemSuccess.py,SignInSystem,Success,27.0,0.0,9.0,12.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,SnakeFail.py,Snake,Fail,38.0,6.0,6.0,8.0,3.0,0.0,0.0
GPT-3.5-Turbo,I,SplitSentencePartialSuccess.py,SplitSentence,PartialSuccess,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,SQLGeneratorSuccess.py,SQLGenerator,Success,40.0,6.0,3.0,9.0,1.0,1.0,0.985
GPT-3.5-Turbo,I,SQLQueryBuilderSuccess.py,SQLQueryBuilder,Success,0.0,0.0,,0.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,Statistics3Error.py,Statistics3,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,StockPortfolioTrackerError.py,StockPortfolioTracker,Error,58.0,0.0,15.0,15.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,StudentDatabaseProcessorSuccess.py,StudentDatabaseProcessor,Success,31.0,0.0,,5.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,TextFileProcessorError.py,TextFileProcessor,Error,19.0,0.0,,5.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ThermostatError.py,Thermostat,Error,40.0,0.0,11.0,14.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,TicTacToeSuccess.py,TicTacToe,Success,29.0,2.0,18.0,15.0,1.0,1.0,0.993103448275862
GPT-3.5-Turbo,I,TimeUtilsSuccess.py,TimeUtils,Success,25.0,0.0,,8.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,TriCalculatorFail.py,TriCalculator,Fail,34.0,5.0,3.0,9.0,1.0,0.0,0.0
GPT-3.5-Turbo,I,TwentyFourPointGamePartialSuccess.py,TwentyFourPointGame,PartialSuccess,18.0,5.0,2.0,6.0,1.0,0.0,0.0
GPT-3.5-Turbo,I,URLHandlerError.py,URLHandler,Error,19.0,0.0,,6.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,UrlPathError.py,UrlPath,Error,13.0,0.0,,4.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,UserLoginDBFail.py,UserLoginDB,Fail,25.0,0.0,3.0,7.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,VectorUtilError.py,VectorUtil,Error,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,VendingMachinePartialSuccess.py,VendingMachine,PartialSuccess,38.0,0.0,15.0,12.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,WarehouseSuccess.py,Warehouse,Success,32.0,0.0,12.0,14.0,0.0,1.0,1.0
GPT-3.5-Turbo,I,WeatherSystemPartialSuccess.py,WeatherSystem,PartialSuccess,28.0,0.0,8.0,9.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,Words2NumbersError.py,Words2Numbers,Error,42.0,0.0,13.0,10.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,XMLProcessorFail.py,XMLProcessor,Fail,20.0,0.0,1.0,4.0,0.0,0.0,0.0
GPT-3.5-Turbo,I,ZipFileProcessorSuccess.py,ZipFileProcessor,Success,35.0,0.0,5.0,6.0,0.0,1.0,1.0
GPT-4-Turbo,H,AccessGatewayFilterError.py,AccessGatewayFilter,Error,27.0,0.0,5.0,8.0,0.0,0.0,0.0
GPT-4-Turbo,H,AreaCalculatorSuccess.py,AreaCalculator,Success,14.0,0.0,,6.0,0.0,1.0,1.0
GPT-4-Turbo,H,ArgumentParserFail.py,ArgumentParser,Fail,40.0,6.0,18.0,12.0,1.0,0.0,0.0
GPT-4-Turbo,H,ArrangementCalculatorFail.py,ArrangementCalculator,Fail,23.0,0.0,4.0,9.0,0.0,0.0,0.0
GPT-4-Turbo,H,AssessmentSystemSuccess.py,AssessmentSystem,Success,19.0,0.0,4.0,13.0,0.0,1.0,1.0
GPT-4-Turbo,H,AutomaticGuitarSimulatorFail.py,AutomaticGuitarSimulator,Fail,15.0,0.0,3.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,AvgPartitionSuccess.py,AvgPartition,Success,15.0,5.0,1.0,4.0,1.0,1.0,0.9666666666666667
GPT-4-Turbo,H,BalancedBracketsSuccess.py,BalancedBrackets,Success,19.0,0.0,10.0,8.0,0.0,1.0,1.0
GPT-4-Turbo,H,BankAccountSuccess.py,BankAccount,Success,20.0,0.0,3.0,8.0,0.0,1.0,1.0
GPT-4-Turbo,H,BigNumCalculatorSuccess.py,BigNumCalculator,Success,10.0,0.0,,3.0,0.0,1.0,1.0
GPT-4-Turbo,H,BinaryDataProcessorFail.py,BinaryDataProcessor,Fail,17.0,0.0,,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,BitStatusUtilSuccess.py,BitStatusUtil,Success,21.0,0.0,6.0,8.0,0.0,1.0,1.0
GPT-4-Turbo,H,BlackjackGameFail.py,BlackjackGame,Fail,40.0,0.0,16.0,12.0,0.0,0.0,0.0
GPT-4-Turbo,H,BookManagementDBError.py,BookManagementDB,Error,42.0,0.0,,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,BookManagementPartialSuccess.py,BookManagement,PartialSuccess,25.0,0.0,12.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,BoyerMooreSearchPartialSuccess.py,BoyerMooreSearch,PartialSuccess,24.0,10.0,10.0,10.0,5.0,0.0,0.0
GPT-4-Turbo,H,CalculatorSuccess.py,Calculator,Success,40.0,0.0,16.0,14.0,0.0,1.0,1.0
GPT-4-Turbo,H,CalendarUtilPartialSuccess.py,CalendarUtil,PartialSuccess,31.0,0.0,17.0,20.0,0.0,0.0,0.0
GPT-4-Turbo,H,CamelCaseMapSuccess.py,CamelCaseMap,Success,19.0,0.0,,8.0,0.0,1.0,1.0
GPT-4-Turbo,H,ChandrasekharSieveSuccess.py,ChandrasekharSieve,Success,15.0,0.0,6.0,7.0,0.0,1.0,1.0
GPT-4-Turbo,H,ChatError.py,Chat,Error,28.0,0.0,9.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,ClassRegistrationSystemFail.py,ClassRegistrationSystem,Fail,26.0,5.0,7.0,11.0,1.0,0.0,0.0
GPT-4-Turbo,H,ClassroomFail.py,Classroom,Fail,25.0,0.0,8.0,12.0,0.0,0.0,0.0
GPT-4-Turbo,H,CombinationCalculatorError.py,CombinationCalculator,Error,19.0,0.0,1.0,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,ComplexCalculatorSuccess.py,ComplexCalculator,Success,15.0,5.0,,5.0,1.0,1.0,0.9666666666666667
GPT-4-Turbo,H,CookiesUtilError.py,CookiesUtil,Error,23.0,0.0,2.0,4.0,0.0,0.0,0.0
GPT-4-Turbo,H,CSVProcessorSuccess.py,CSVProcessor,Success,24.0,12.0,1.0,4.0,3.0,1.0,0.95
GPT-4-Turbo,H,CurrencyConverterSuccess.py,CurrencyConverter,Success,25.0,0.0,4.0,9.0,0.0,1.0,1.0
GPT-4-Turbo,H,DatabaseProcessorError.py,DatabaseProcessor,Error,19.0,0.0,2.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,DataStatistics2Error.py,DataStatistics2,Error,16.0,0.0,,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,DataStatistics4Fail.py,DataStatistics4,Fail,16.0,0.0,,4.0,0.0,0.0,0.0
GPT-4-Turbo,H,DataStatisticsSuccess.py,DataStatistics,Success,15.0,0.0,2.0,5.0,0.0,1.0,1.0
GPT-4-Turbo,H,DecryptionUtilsFail.py,DecryptionUtils,Fail,42.0,0.0,19.0,14.0,0.0,0.0,0.0
GPT-4-Turbo,H,DiscountStrategySuccess.py,DiscountStrategy,Success,31.0,15.0,7.0,11.0,3.0,1.0,0.9516129032258065
GPT-4-Turbo,H,DocFileHandlerError.py,DocFileHandler,Error,34.0,0.0,7.0,9.0,0.0,0.0,0.0
GPT-4-Turbo,H,EightPuzzleError.py,EightPuzzle,Error,44.0,0.0,19.0,16.0,0.0,0.0,0.0
GPT-4-Turbo,H,EmailClientPartialSuccess.py,EmailClient,PartialSuccess,28.0,0.0,8.0,11.0,0.0,0.0,0.0
GPT-4-Turbo,H,EncryptionUtilsPartialSuccess.py,EncryptionUtils,PartialSuccess,37.0,0.0,20.0,14.0,0.0,0.0,0.0
GPT-4-Turbo,H,ExcelProcessorError.py,ExcelProcessor,Error,31.0,7.0,4.0,7.0,2.0,0.0,0.0
GPT-4-Turbo,H,ExpressionCalculatorError.py,ExpressionCalculator,Error,55.0,0.0,23.0,16.0,0.0,0.0,0.0
GPT-4-Turbo,H,FitnessTrackerSuccess.py,FitnessTracker,Success,32.0,7.0,8.0,7.0,2.0,1.0,0.978125
GPT-4-Turbo,H,GomokuGameError.py,GomokuGame,Error,29.0,0.0,21.0,14.0,0.0,0.0,0.0
GPT-4-Turbo,H,HotelSuccess.py,Hotel,Success,42.0,0.0,27.0,15.0,0.0,1.0,1.0
GPT-4-Turbo,H,HRManagementSystemFail.py,HRManagementSystem,Fail,28.0,0.0,8.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,HtmlUtilError.py,HtmlUtil,Error,22.0,0.0,1.0,5.0,0.0,0.0,0.0
GPT-4-Turbo,H,ImageProcessorError.py,ImageProcessor,Error,19.0,0.0,4.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,InterpolationError.py,Interpolation,Error,12.0,5.0,,3.0,1.0,0.0,0.0
GPT-4-Turbo,H,IPAddressSuccess.py,IPAddress,Success,21.0,0.0,9.0,10.0,0.0,1.0,1.0
GPT-4-Turbo,H,IpUtilError.py,IpUtil,Error,29.0,0.0,6.0,3.0,0.0,0.0,0.0
GPT-4-Turbo,H,JobMarketplaceError.py,JobMarketplace,Error,18.0,0.0,,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,JSONProcessorPartialSuccess.py,JSONProcessor,PartialSuccess,31.0,0.0,7.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,KappaCalculatorError.py,KappaCalculator,Error,16.0,8.0,,2.0,4.0,0.0,0.0
GPT-4-Turbo,H,LemmatizationError.py,Lemmatization,Error,25.0,0.0,5.0,6.0,0.0,0.0,0.0
GPT-4-Turbo,H,LongestWordPartialSuccess.py,LongestWord,PartialSuccess,17.0,0.0,5.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,MahjongConnectError.py,MahjongConnect,Error,36.0,24.0,16.0,18.0,6.0,0.0,0.0
GPT-4-Turbo,H,ManacherFail.py,Manacher,Fail,19.0,0.0,7.0,9.0,0.0,0.0,0.0
GPT-4-Turbo,H,MetricsCalculator2Fail.py,MetricsCalculator2,Fail,26.0,10.0,13.0,10.0,2.0,0.0,0.0
GPT-4-Turbo,H,MetricsCalculatorError.py,MetricsCalculator,Error,28.0,0.0,12.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,MinesweeperGameError.py,MinesweeperGame,Error,37.0,10.0,23.0,17.0,2.0,0.0,0.0
GPT-4-Turbo,H,MovieBookingSystemSuccess.py,MovieBookingSystem,Success,26.0,0.0,15.0,11.0,0.0,1.0,1.0
GPT-4-Turbo,H,MovieTicketDBSuccess.py,MovieTicketDB,Success,32.0,0.0,,5.0,0.0,1.0,1.0
GPT-4-Turbo,H,MusicPlayerSuccess.py,MusicPlayer,Success,54.0,0.0,19.0,18.0,0.0,1.0,1.0
GPT-4-Turbo,H,NLPDataProcessor2Success.py,NLPDataProcessor2,Success,18.0,0.0,2.0,5.0,0.0,1.0,1.0
GPT-4-Turbo,H,NLPDataProcessorPartialSuccess.py,NLPDataProcessor,PartialSuccess,8.0,0.0,,4.0,0.0,0.0,0.0
GPT-4-Turbo,H,NumberConverterSuccess.py,NumberConverter,Success,19.0,0.0,,6.0,0.0,1.0,1.0
GPT-4-Turbo,H,NumberWordFormatterFail.py,NumberWordFormatter,Fail,29.0,0.0,6.0,9.0,0.0,0.0,0.0
GPT-4-Turbo,H,NumericEntityUnescaperSuccess.py,NumericEntityUnescaper,Success,10.0,5.0,,3.0,1.0,1.0,0.95
GPT-4-Turbo,H,OrderSuccess.py,Order,Success,25.0,5.0,9.0,9.0,1.0,1.0,0.98
GPT-4-Turbo,H,PageUtilPartialSuccess.py,PageUtil,PartialSuccess,33.0,0.0,,5.0,0.0,0.0,0.0
GPT-4-Turbo,H,PDFHandlerError.py,PDFHandler,Error,23.0,0.0,6.0,7.0,0.0,0.0,0.0
GPT-4-Turbo,H,PersonRequestSuccess.py,PersonRequest,Success,17.0,26.0,5.0,10.0,7.0,1.0,0.8470588235294118
GPT-4-Turbo,H,PushBoxGameError.py,PushBoxGame,Error,37.0,0.0,20.0,13.0,0.0,0.0,0.0
GPT-4-Turbo,H,RegexUtilsSuccess.py,RegexUtils,Success,25.0,0.0,,10.0,0.0,1.0,1.0
GPT-4-Turbo,H,RPGCharacterSuccess.py,RPGCharacter,Success,32.0,0.0,4.0,10.0,0.0,1.0,1.0
GPT-4-Turbo,H,ServerPartialSuccess.py,Server,PartialSuccess,32.0,0.0,9.0,10.0,0.0,0.0,0.0
GPT-4-Turbo,H,ShoppingCartSuccess.py,ShoppingCart,Success,21.0,0.0,7.0,9.0,0.0,1.0,1.0
GPT-4-Turbo,H,SignInSystemSuccess.py,SignInSystem,Success,21.0,0.0,4.0,9.0,0.0,1.0,1.0
GPT-4-Turbo,H,SnakeError.py,Snake,Error,37.0,6.0,10.0,11.0,3.0,0.0,0.0
GPT-4-Turbo,H,SplitSentenceFail.py,SplitSentence,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
GPT-4-Turbo,H,SQLGeneratorSuccess.py,SQLGenerator,Success,31.0,0.0,3.0,9.0,0.0,1.0,1.0
GPT-4-Turbo,H,SQLQueryBuilderSuccess.py,SQLQueryBuilder,Success,26.0,12.0,3.0,7.0,2.0,1.0,0.9538461538461538
